"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"2301","2023-1020","Beijing","Hard",64,"PM",20231002,267,211148,NA,"","Jasmine Paolini","R",160,"ITA",27.7,206242,15,"","Beatriz Haddad Maia","L",185,"BRA",27.3,"3-6 6-4 6-4",3,"R64",179,1,1,117,89,46,13,15,11,19,0,7,102,71,38,10,14,12,20,36,1330,19,2210
"2302","2023-1020","Beijing","Hard",64,"PM",20231002,266,259799,NA,"Q","Mirra Andreeva","U",NA,"RUS",16.4,206252,10,"","Barbora Krejcikova","R",178,"CZE",27.7,"6-2 6-2",3,"R64",76,1,1,48,35,26,8,8,2,2,4,5,49,27,18,8,8,1,5,60,979,12,2940
"2303","2023-1020","Beijing","Hard",64,"PM",20231002,264,213583,NA,"","Tatjana Maria","R",172,"GER",36.1,203354,NA,"","Martina Trevisan","L",160,"ITA",29.9,"6-3 7-6(2)",3,"R64",106,4,6,72,38,25,18,11,4,8,0,4,71,45,22,12,10,3,8,53,1075,40,1217
"2304","2023-1020","Beijing","Hard",64,"PM",20231002,263,214981,5,"","Elena Rybakina","R",184,"KAZ",24.2,221012,NA,"","Qinwen Zheng","R",NA,"CHN",20.9,"6-1 6-2",3,"R64",60,3,0,44,25,22,11,8,0,0,2,6,38,21,13,4,7,3,7,5,5665,23,1873
"2305","2023-1020","Beijing","Hard",64,"PM",20231002,261,215020,NA,"","Anna Blinkova","R",179,"RUS",25,202499,NA,"","Donna Vekic","R",179,"CRO",27.2,"6-3 7-5",3,"R64",93,9,4,64,31,21,15,10,6,9,2,3,77,38,25,14,11,6,12,39,1263,21,2120
"2306","2023-1020","Beijing","Hard",64,"PM",20231002,260,222328,NA,"","Linda Noskova","R",NA,"CZE",18.8,221885,NA,"WC","Fangran Tian","R",NA,"CHN",20.1,"6-4 6-2",3,"R64",84,2,3,51,32,25,11,9,2,3,0,1,66,35,23,11,9,9,13,42,1211,553,84
"2307","2023-1020","Beijing","Hard",64,"PM",20231002,259,211533,13,"","Jelena Ostapenko","R",177,"LAT",26.3,220332,NA,"Q","Eva Lys","R",165,"GER",21.7,"2-6 6-3 6-2",3,"R64",116,3,6,99,57,33,18,13,10,16,0,8,77,53,28,8,12,3,10,17,2505,121,579
"2308","2023-1020","Beijing","Hard",64,"PM",20231002,258,201520,12,"","Petra Kvitova","L",183,"CZE",33.5,216016,NA,"WC","Xiyu Wang","L",NA,"CHN",22.5,"6-7(6) 7-5 6-3",3,"R64",185,6,7,126,92,59,17,17,9,13,3,4,122,83,44,24,16,11,17,14,2695,57,1018
"2309","2023-1020","Beijing","Hard",64,"PM",20231002,257,214643,NA,"","Liudmila Samsonova","R",180,"RUS",24.8,219917,NA,"","Alycia Parks","R",185,"USA",22.7,"6-4 7-6(4)",3,"R64",120,4,7,88,45,29,22,11,9,13,8,11,68,32,22,15,11,4,9,22,2000,43,1208
"2310","2023-1020","Beijing","Hard",64,"PM",20231002,256,216146,NA,"","Marta Kostyuk","R",175,"UKR",21.2,220714,NA,"","Elisabetta Cocciaretto","R",NA,"ITA",22.6,"1-6 6-3 6-4",3,"R64",146,0,9,96,55,31,17,13,4,10,1,9,85,48,27,17,13,3,9,44,1200,33,1361
"2311","2023-1020","Beijing","Hard",64,"PM",20231002,255,202460,7,"","Ons Jabeur","R",167,"TUN",29,221909,NA,"Q","Ashlyn Krueger","R",185,"USA",19.4,"6-3 6-4",3,"R64",89,3,2,73,47,32,10,9,4,6,2,6,75,42,20,15,10,6,11,7,4145,80,842
"2312","2023-1020","Beijing","Hard",64,"PM",20231002,253,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",18.4,201551,NA,"","Arantxa Rus","L",180,"NED",32.8,"6-0 6-3",3,"R64",84,3,3,59,36,25,11,8,8,9,2,3,56,31,14,11,7,9,14,98,714,51,1119
"2313","2023-1020","Beijing","Hard",64,"PM",20231002,252,216133,NA,"","Xin Yu Wang","R",182,"CHN",22,201329,NA,"WC","Vera Zvonareva","R",172,"RUS",39,"6-4 6-3",3,"R64",92,1,2,59,34,23,14,10,4,6,1,4,74,42,28,11,9,8,12,37,1316,397,152
"2314","2023-1020","Beijing","Hard",64,"PM",20231002,251,214082,11,"","Daria Kasatkina","R",170,"RUS",26.4,210886,NA,"","Mayar Sherif","R",180,"EGY",27.4,"1-6 6-4 7-6(8)",3,"R64",168,0,5,98,74,47,10,14,4,8,1,1,111,81,51,14,15,9,12,13,2830,50,1135
"2315","2023-1020","Beijing","Hard",64,"PM",20231002,249,201615,NA,"","Lesia Tsurenko","R",174,"UKR",34.3,202684,NA,"","Lin Zhu","R",173,"CHN",29.6,"6-0 3-0 RET",3,"R64",42,0,0,23,16,11,6,4,0,0,2,3,31,19,7,3,5,2,7,49,1152,34,1331
"2316","2023-1020","Beijing","Hard",64,"PM",20231002,248,201549,NA,"","Petra Martic","R",181,"CRO",32.7,201514,NA,"","Sorana Cirstea","R",176,"ROU",33.4,"6-2 2-6 7-6(3)",3,"R64",146,9,6,88,53,39,15,14,4,8,2,4,117,69,45,22,14,7,11,48,1173,26,1765
"2317","2023-1020","Beijing","Hard",64,"PM",20231002,247,221103,3,"","Cori Gauff","R",175,"USA",19.5,206420,NA,"","Ekaterina Alexandrova","R",175,"RUS",28.8,"7-5 6-3",3,"R64",82,3,4,71,39,29,15,11,3,5,2,6,59,38,24,8,10,4,8,3,6165,20,2165
"2318","2023-1020","Beijing","Hard",64,"PM",20231002,246,211843,NA,"","Anhelina Kalinina","R",179,"UKR",26.6,214954,8,"","Marketa Vondrousova","L",173,"CZE",24.2,"1-6 6-4 6-1",3,"R64",106,2,7,88,49,33,16,12,6,10,4,9,73,42,28,11,12,2,7,28,1572,8,3830
"2319","2023-1020","Beijing","Hard",64,"PM",20231002,245,201611,NA,"","Daria Saville","R",166,"AUS",29.5,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.3,"6-2 6-2",3,"R64",87,0,4,57,39,25,10,8,6,7,2,6,48,26,15,5,8,3,8,247,282,84,809
"2320","2023-1020","Beijing","Hard",64,"PM",20231002,244,201709,NA,"Q","Yulia Putintseva","R",163,"KAZ",28.7,213631,NA,"","Marie Bouzkova","R",180,"CZE",25.1,"6-2 7-6(5)",3,"R64",127,0,0,78,54,31,12,10,6,9,2,4,75,51,26,10,10,8,13,75,877,30,1453
"2321","2023-1020","Beijing","Hard",64,"PM",20231002,243,201614,9,"","Caroline Garcia","R",177,"FRA",29.9,203462,NA,"Q","Kateryna Baindl","R",175,"UKR",29.6,"6-2 6-4",3,"R64",73,6,2,50,35,30,5,9,1,2,3,2,56,42,25,5,9,5,9,10,3335,89,788
"2322","2023-1020","Beijing","Hard",64,"PM",20231002,242,202663,NA,"","Magda Linette","R",171,"POL",31.6,201458,14,"","Victoria Azarenka","R",180,"BLR",34.1,"5-7 6-1 6-2",3,"R64",131,2,0,78,57,38,14,14,2,5,1,7,83,44,30,14,13,2,8,25,1786,18,2225
"2323","2023-1020","Beijing","Hard",64,"PM",20231002,241,206108,NA,"","Jennifer Brady","R",178,"USA",28.4,220548,NA,"Q","Peyton Stearns","R",NA,"USA",21.9,"6-4 6-2",3,"R64",76,1,0,47,23,14,19,9,0,1,0,5,58,29,12,19,9,5,9,261,259,46,1186
"2324","2023-1020","Beijing","Hard",64,"PM",20231002,240,219875,NA,"","Varvara Gracheva","R",NA,"FRA",23.1,215713,NA,"","Anastasia Potapova","R",175,"RUS",22.5,"6-2 3-6 6-1",3,"R64",106,3,2,66,34,27,14,12,1,5,1,8,95,60,33,13,12,7,14,47,1178,27,1685
"2325","2023-1020","Beijing","Hard",64,"PM",20231002,239,216347,2,"","Iga Swiatek","R",176,"POL",22.3,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",26.9,"6-4 6-3",3,"R64",94,0,1,45,32,17,7,9,1,5,1,7,67,44,21,6,10,7,14,2,8195,55,1026
"2326","2023-1020","Beijing","Hard",64,"PM",20231002,238,216347,2,"","Iga Swiatek","R",176,"POL",22.3,214643,NA,"","Liudmila Samsonova","R",180,"RUS",24.8,"6-2 6-2",3,"F",70,0,0,42,27,23,9,8,0,0,3,6,49,25,13,12,8,0,4,2,8195,22,2000
"2327","2023-1074","Hong Kong","Hard",32,"I",20231009,300,220367,NA,"","Leylah Fernandez","L",168,"CAN",21,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.4,"3-6 6-4 6-4",3,"F",169,3,4,111,75,45,17,15,13,18,7,2,90,54,30,22,14,9,14,60,995,85,789
"2328","2023-1074","Hong Kong","Hard",32,"I",20231009,299,220367,NA,"","Leylah Fernandez","L",168,"CAN",21,215020,5,"","Anna Blinkova","R",179,"RUS",25,"6-2 7-5",3,"SF",78,8,1,56,42,29,10,10,0,1,4,4,56,39,27,2,10,5,9,60,995,37,1298
"2329","2023-1074","Hong Kong","Hard",32,"I",20231009,298,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.4,203354,6,"","Martina Trevisan","L",160,"ITA",29.9,"6-4 6-2",3,"SF",93,4,1,46,31,20,7,9,1,4,0,3,69,50,27,6,9,12,18,85,789,42,1227
"2330","2023-1074","Hong Kong","Hard",32,"I",20231009,297,220367,NA,"","Leylah Fernandez","L",168,"CAN",21,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",18.4,"7-6(2) 6-2",3,"QF",102,5,1,64,49,37,9,10,4,5,3,1,70,41,25,15,10,4,7,60,995,88,761
"2331","2023-1074","Hong Kong","Hard",32,"I",20231009,296,215020,5,"","Anna Blinkova","R",179,"RUS",25,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",27,"7-6(3) 6-3",3,"QF",111,0,2,69,46,30,14,11,1,4,3,5,77,55,29,10,10,9,13,37,1298,57,1036
"2332","2023-1074","Hong Kong","Hard",32,"I",20231009,295,203354,6,"","Martina Trevisan","L",160,"ITA",29.9,210722,3,"","Elise Mertens","R",179,"BEL",27.8,"6-4 6-3",3,"QF",88,3,2,65,44,28,11,9,5,8,3,4,50,28,18,5,10,0,6,42,1227,41,1244
"2333","2023-1074","Hong Kong","Hard",32,"I",20231009,294,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.4,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",32.2,"7-6(1) 6-4",3,"QF",112,2,3,71,44,26,19,11,1,4,5,5,79,61,31,12,11,9,13,85,789,61,985
"2334","2023-1074","Hong Kong","Hard",32,"I",20231009,293,220367,NA,"","Leylah Fernandez","L",168,"CAN",21,259799,NA,"","Mirra Andreeva","U",NA,"RUS",16.4,"3-6 6-1 6-3",3,"R16",113,4,3,81,52,34,14,13,4,8,4,0,86,63,34,10,12,5,11,60,995,50,1128
"2335","2023-1074","Hong Kong","Hard",32,"I",20231009,292,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",18.4,252499,NA,"Q","Alina Korneeva","U",NA,"RUS",16.2,"6-3 7-5",3,"R16",91,3,2,71,47,34,9,10,1,3,3,1,66,47,26,7,11,6,11,88,761,179,416
"2336","2023-1074","Hong Kong","Hard",32,"I",20231009,291,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",27,216133,4,"","Xin Yu Wang","R",182,"CHN",22,"6-4 4-6 6-1",3,"R16",135,3,5,93,65,37,13,14,3,9,1,0,73,58,25,4,13,6,14,57,1036,32,1388
"2337","2023-1074","Hong Kong","Hard",32,"I",20231009,290,215020,5,"","Anna Blinkova","R",179,"RUS",25,211880,NA,"","Priscilla Hon","R",171,"AUS",25.4,"6-1 6-3",3,"R16",65,2,2,50,32,23,12,8,2,2,0,0,45,30,14,7,8,1,5,37,1298,183,400
"2338","2023-1074","Hong Kong","Hard",32,"I",20231009,289,203354,6,"","Martina Trevisan","L",160,"ITA",29.9,211684,NA,"","Magdalena Frech","R",171,"POL",25.8,"6-3 6-7(4) 6-3",3,"R16",166,3,4,119,82,53,16,16,8,11,4,2,83,51,29,20,14,4,9,42,1227,70,924
"2339","2023-1074","Hong Kong","Hard",32,"I",20231009,288,210722,3,"","Elise Mertens","R",179,"BEL",27.8,216139,NA,"Q","Sofya Lansere","U",NA,"RUS",23,"6-3 7-6(5)",3,"R16",123,1,2,67,37,27,18,10,4,6,1,4,90,57,32,18,11,6,10,41,1244,271,240
"2340","2023-1074","Hong Kong","Hard",32,"I",20231009,287,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.4,215872,NA,"","Kamilla Rakhimova","R",NA,"RUS",22.1,"6-7(3) 6-3 6-1",3,"R16",137,4,7,81,53,35,14,14,0,3,1,3,96,62,40,10,14,7,14,85,789,81,836
"2341","2023-1074","Hong Kong","Hard",32,"I",20231009,286,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",32.2,206242,2,"","Beatriz Haddad Maia","L",185,"BRA",27.3,"7-5 1-6 6-1",3,"R16",155,5,4,93,60,41,16,13,8,11,4,2,78,54,32,12,13,1,5,61,985,20,2210
"2342","2023-1074","Hong Kong","Hard",32,"I",20231009,285,220367,NA,"","Leylah Fernandez","L",168,"CAN",21,201458,1,"","Victoria Azarenka","R",180,"BLR",34.1,"2-6 6-3",3,"R32",86,3,6,63,46,28,6,9,4,8,4,5,44,26,19,7,8,0,3,60,995,19,2225
"2343","2023-1074","Hong Kong","Hard",32,"I",20231009,284,259799,NA,"","Mirra Andreeva","U",NA,"RUS",16.4,215035,NA,"","Dayana Yastremska","R",175,"UKR",23.4,"6-4 6-3",3,"R32",82,0,1,53,42,30,7,9,0,1,3,4,62,30,21,12,10,4,8,50,1128,97,707
"2344","2023-1074","Hong Kong","Hard",32,"I",20231009,283,252499,NA,"Q","Alina Korneeva","U",NA,"RUS",16.2,202443,NA,"","Valeria Savinykh","R",167,"RUS",32.6,"6-4 2-6 6-3",3,"R32",121,6,3,81,46,30,20,14,5,9,2,4,87,60,39,11,13,3,7,179,416,143,505
"2345","2023-1074","Hong Kong","Hard",32,"I",20231009,282,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",18.4,220548,7,"","Peyton Stearns","R",NA,"USA",22,"3-6 6-4 6-4",3,"R32",144,8,5,85,55,38,11,14,7,11,5,3,97,66,37,18,15,7,12,88,761,48,1166
"2346","2023-1074","Hong Kong","Hard",32,"I",20231009,281,216133,4,"","Xin Yu Wang","R",182,"CHN",22,220589,NA,"","Elina Avanesyan","R",NA,"RUS",21,"6-2 4-1 RET",3,"R32",72,1,3,57,36,21,11,6,7,9,1,5,43,28,12,3,7,5,11,32,1388,67,943
"2347","2023-1074","Hong Kong","Hard",32,"I",20231009,280,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",27,211208,NA,"WC","Ho Ching Wu","R",NA,"HKG",32.1,"6-1 6-0",3,"R32",66,2,3,41,30,23,5,6,2,2,0,2,37,24,6,5,7,2,8,57,1036,669,54
"2348","2023-1074","Hong Kong","Hard",32,"I",20231009,279,211880,NA,"","Priscilla Hon","R",171,"AUS",25.4,211269,NA,"WC","Eudice Wong Chong","U",NA,"HKG",27.4,"7-5 7-5",3,"R32",130,7,3,77,43,28,17,12,5,9,0,1,82,61,32,9,12,4,10,183,400,242,301
"2349","2023-1074","Hong Kong","Hard",32,"I",20231009,278,215020,5,"","Anna Blinkova","R",179,"RUS",25,201709,NA,"","Yulia Putintseva","R",163,"KAZ",28.7,"6-4 2-6 5-1 RET",3,"R32",112,3,3,75,45,31,13,12,5,9,1,2,71,56,34,5,12,1,6,37,1298,68,937
"2350","2023-1074","Hong Kong","Hard",32,"I",20231009,277,203354,6,"","Martina Trevisan","L",160,"ITA",29.9,213710,NA,"","Cristina Bucsa","U",NA,"ESP",25.7,"7-5 6-2",3,"R32",94,1,2,56,36,26,12,10,2,4,0,3,71,43,23,11,10,5,10,42,1227,78,852
"2351","2023-1074","Hong Kong","Hard",32,"I",20231009,276,211684,NA,"","Magdalena Frech","R",171,"POL",25.8,206363,NA,"Q","Anna Danilina","R",NA,"KAZ",28.1,"6-2 6-2",3,"R32",73,3,1,45,31,25,8,8,1,1,3,2,60,44,25,5,8,3,7,70,924,1016,15
"2352","2023-1074","Hong Kong","Hard",32,"I",20231009,275,216139,NA,"Q","Sofya Lansere","U",NA,"RUS",23,216587,NA,"WC","Hong Yi Cody Wong","U",NA,"HKG",21.5,"6-4 6-0",3,"R32",81,4,4,43,24,15,13,8,1,3,0,1,55,38,15,7,8,3,9,271,240,342,180
"2353","2023-1074","Hong Kong","Hard",32,"I",20231009,274,210722,3,"","Elise Mertens","R",179,"BEL",27.8,201611,NA,"Q","Daria Saville","R",166,"AUS",29.5,"6-1 6-4",3,"R32",82,3,0,46,26,23,12,9,1,2,0,0,46,28,14,9,8,0,4,41,1244,211,347
"2354","2023-1074","Hong Kong","Hard",32,"I",20231009,273,215872,NA,"","Kamilla Rakhimova","R",NA,"RUS",22.1,219875,8,"","Varvara Gracheva","R",NA,"FRA",23.1,"6-3 6-2",3,"R32",83,2,1,60,40,31,8,9,2,3,4,5,61,34,20,10,8,4,8,81,836,46,1201
"2355","2023-1074","Hong Kong","Hard",32,"I",20231009,272,211701,NA,"","Katerina Siniakova","R",174,"CZE",27.4,216016,NA,"","Xiyu Wang","L",NA,"CHN",22.5,"6-4 7-6(7)",3,"R32",132,4,8,70,43,30,12,11,3,6,6,7,87,50,34,14,11,9,13,85,789,58,1018
"2356","2023-1074","Hong Kong","Hard",32,"I",20231009,271,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",32.2,213544,NA,"","Jana Fett","R",168,"CRO",26.9,"6-0 6-0",3,"R32",49,7,0,38,29,20,7,6,2,2,0,5,32,20,8,0,6,2,8,61,985,196,371
"2357","2023-1074","Hong Kong","Hard",32,"I",20231009,270,206242,2,"","Beatriz Haddad Maia","L",185,"BRA",27.3,205925,NA,"","Aliaksandra Sasnovich","R",174,"BLR",29.5,"7-6(3) 3-6 7-6(3)",3,"R32",210,4,3,113,80,48,16,16,6,12,8,6,144,104,65,14,17,12,17,20,2210,89,758
"2358","2023-1024","Seoul","Hard",32,"I",20231009,300,202468,1,"","Jessica Pegula","R",170,"USA",29.6,206294,NA,"","Yue Yuan","U",184,"CHN",32.2,"6-2 6-3",3,"F",83,1,2,53,25,17,15,8,3,5,2,2,61,31,17,10,9,4,10,4,5955,128,563
"2359","2023-1024","Seoul","Hard",32,"I",20231009,299,202468,1,"","Jessica Pegula","R",170,"USA",29.6,201518,NA,"","Yanina Wickmayer","R",182,"BEL",33.9,"6-4 6-3",3,"SF",80,0,2,54,35,25,11,9,2,3,2,5,65,46,28,7,10,10,14,4,5955,83,826
"2360","2023-1024","Seoul","Hard",32,"I",20231009,298,206294,NA,"","Yue Yuan","U",184,"CHN",32.2,211765,NA,"","Emina Bektas","R",NA,"USA",30.5,"6-7(3) 6-4 6-2",3,"SF",147,8,1,82,50,37,23,15,1,2,6,2,109,70,45,21,15,4,8,128,563,116,596
"2361","2023-1024","Seoul","Hard",32,"I",20231009,297,202468,1,"","Jessica Pegula","R",170,"USA",29.6,214906,NA,"","Claire Liu","R",170,"USA",23.3,"4-6 6-3 6-0",3,"QF",147,2,5,100,60,42,16,12,9,12,1,5,98,56,31,17,13,9,16,4,5955,98,707
"2362","2023-1024","Seoul","Hard",32,"I",20231009,296,201518,NA,"","Yanina Wickmayer","R",182,"BEL",33.9,221236,NA,"","Polina Kudermetova","R",NA,"RUS",20.3,"6-3 6-1",3,"QF",64,0,4,51,26,21,13,8,3,4,1,3,51,34,18,5,8,5,10,83,826,170,446
"2363","2023-1024","Seoul","Hard",32,"I",20231009,295,206294,NA,"","Yue Yuan","U",184,"CHN",32.2,213631,4,"","Marie Bouzkova","R",180,"CZE",25.2,"7-5 7-6(7)",3,"QF",169,2,1,90,46,31,22,12,3,7,3,0,107,77,41,17,12,11,16,128,563,29,1453
"2364","2023-1024","Seoul","Hard",32,"I",20231009,294,211765,NA,"","Emina Bektas","R",NA,"USA",30.5,214040,NA,"","Kimberly Birrell","R",170,"AUS",25.4,"4-6 6-3 6-2",3,"QF",129,8,7,87,51,41,17,14,6,8,3,5,74,47,34,11,13,4,8,116,596,102,672
"2365","2023-1024","Seoul","Hard",32,"I",20231009,293,202468,1,"","Jessica Pegula","R",170,"USA",29.6,221909,NA,"","Ashlyn Krueger","R",185,"USA",19.4,"6-3 6-1",3,"R16",62,0,3,49,28,22,11,8,4,5,1,4,55,32,16,8,8,5,10,4,5955,80,851
"2366","2023-1024","Seoul","Hard",32,"I",20231009,292,214906,NA,"","Claire Liu","R",170,"USA",23.3,201551,7,"","Arantxa Rus","L",180,"NED",32.8,"1-6 6-3 3-0 RET",3,"R16",121,0,2,60,38,21,11,9,3,7,2,6,72,44,22,15,10,5,10,98,707,51,1119
"2367","2023-1024","Seoul","Hard",32,"I",20231009,291,201518,NA,"","Yanina Wickmayer","R",182,"BEL",33.9,206420,3,"","Ekaterina Alexandrova","R",175,"RUS",28.8,"6-3 7-6(6)",3,"R16",117,5,3,89,59,36,17,11,4,6,5,4,77,39,28,14,10,6,9,83,826,22,2035
"2368","2023-1024","Seoul","Hard",32,"I",20231009,290,221236,NA,"","Polina Kudermetova","R",NA,"RUS",20.3,210303,NA,"","Kathinka Von Deichmann","R",176,"LIE",29.3,"6-3 6-1",3,"R16",61,1,1,42,24,14,9,8,4,8,0,9,52,28,10,7,8,7,15,170,446,343,179
"2369","2023-1024","Seoul","Hard",32,"I",20231009,289,206294,NA,"","Yue Yuan","U",184,"CHN",32.2,215219,NA,"","Kaja Juvan","R",170,"SLO",22.8,"6-4 4-1",3,"R16",73,1,3,38,24,21,8,7,0,0,1,2,59,39,21,11,8,5,8,128,563,99,676
"2370","2023-1024","Seoul","Hard",32,"I",20231009,288,213631,4,"","Marie Bouzkova","R",180,"CZE",25.2,220332,NA,"","Eva Lys","R",165,"GER",21.7,"6-1 RET",3,"R16",44,1,3,24,15,11,2,3,2,3,0,2,29,22,9,1,4,3,7,29,1453,119,580
"2371","2023-1024","Seoul","Hard",32,"I",20231009,287,211765,NA,"","Emina Bektas","R",NA,"USA",30.5,204294,NA,"","Su Jeong Jang","R",NA,"KOR",28.5,"6-3 6-4",3,"R16",97,3,0,62,37,23,18,10,4,5,3,3,54,37,27,6,9,3,6,116,596,162,465
"2372","2023-1024","Seoul","Hard",32,"I",20231009,286,214040,NA,"","Kimberly Birrell","R",170,"AUS",25.4,220432,NA,"WC","Dayeon Back","U",NA,"KOR",21.7,"6-0 6-1",3,"R16",68,2,3,40,22,20,8,6,1,1,2,0,47,25,10,7,7,3,9,102,672,569,76
"2373","2023-1024","Seoul","Hard",32,"I",20231009,285,202468,1,"","Jessica Pegula","R",170,"USA",29.6,214149,NA,"","Viktoria Kuzmova","R",NA,"SVK",25.4,"6-2 6-4",3,"R32",69,4,3,51,24,21,14,9,0,2,0,6,50,22,14,10,9,3,8,4,5955,112,630
"2374","2023-1024","Seoul","Hard",32,"I",20231009,284,221909,NA,"","Ashlyn Krueger","R",185,"USA",19.4,206408,NA,"","Nadia Podoroska","R",170,"ARG",26.6,"6-2 6-4",3,"R32",83,0,4,62,31,24,12,9,2,5,0,11,47,24,11,6,9,1,7,80,851,76,875
